,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
415,2276,1209582,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.001374,0.001195,0.001554,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,22,,,C,100,,,mg/L CaCO3,8.3,,,"Karen,D.J., D.R. Ownby, B.L. Forsythe, T.P. Bills, T.W. LaPoint, G.B. Cobb, and S.J. Klaine","Influence of Water Quality on Silver Toxicity to Rainbow Trout (Oncorhynchus mykiss), Fathead Minnows (Pimephales promelas), and Water Fleas (Daphnia magna)",1999
416,2274,1285018,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,6,24,Hour(s),Renewal,Fresh water,Lab,7,Total,0.00018,0.00012,0.00025,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,115,,,mg/L CaCO3,8.23,,,"Bianchini,A., K.C. Bowles, C.J. Brauner, J.W. Gorsuch, J.R. Kramer, and C.M. Wood",Evaluation of the Effect of Reactive Sulfide on the Acute Toxicity of Silver (I) to Daphnia magna.  Part 2:  Toxicity Results,2002
417,2271,1209560,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.001009,0.000713,0.001304,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,22,,,C,200,,,mg/L CaCO3,8.3,,,"Karen,D.J., D.R. Ownby, B.L. Forsythe, T.P. Bills, T.W. LaPoint, G.B. Cobb, and S.J. Klaine","Influence of Water Quality on Silver Toxicity to Rainbow Trout (Oncorhynchus mykiss), Fathead Minnows (Pimephales promelas), and Water Fleas (Daphnia magna)",1999
418,2303,1209572,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.002641,0.001777,0.003504,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,22,,,C,100,,,mg/L CaCO3,8.3,,,"Karen,D.J., D.R. Ownby, B.L. Forsythe, T.P. Bills, T.W. LaPoint, G.B. Cobb, and S.J. Klaine","Influence of Water Quality on Silver Toxicity to Rainbow Trout (Oncorhynchus mykiss), Fathead Minnows (Pimephales promelas), and Water Fleas (Daphnia magna)",1999
419,2304,1209563,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.003256,0.002196,0.004316,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,22,,,C,100,,,mg/L CaCO3,8.3,,,"Karen,D.J., D.R. Ownby, B.L. Forsythe, T.P. Bills, T.W. LaPoint, G.B. Cobb, and S.J. Klaine","Influence of Water Quality on Silver Toxicity to Rainbow Trout (Oncorhynchus mykiss), Fathead Minnows (Pimephales promelas), and Water Fleas (Daphnia magna)",1999
420,2305,1209573,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.003794,0.002466,0.005122,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,22,,,C,200,,,mg/L CaCO3,8.3,,,"Karen,D.J., D.R. Ownby, B.L. Forsythe, T.P. Bills, T.W. LaPoint, G.B. Cobb, and S.J. Klaine","Influence of Water Quality on Silver Toxicity to Rainbow Trout (Oncorhynchus mykiss), Fathead Minnows (Pimephales promelas), and Water Fleas (Daphnia magna)",1999
421,2254,1285195,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,10,Total,0.00212,0.00205,0.00218,AI mg/L,Mortality,Mortality,LC20,21.0,NR,NR,Day(s),Not coded,20,,,C,100,,,mg/L CaCO3,8.16,,,"Bianchini,A., and C.M. Wood",Does Sulfide or Water Hardness Protect Against Chronic Silver Toxicity in Daphnia magna?  A Critial Assessment of the Acute-to-Chronic Toxicity Ratio for Silver,2008
422,2263,1209571,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.001993,0.001285,0.002701,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,22,,,C,200,,,mg/L CaCO3,8.3,,,"Karen,D.J., D.R. Ownby, B.L. Forsythe, T.P. Bills, T.W. LaPoint, G.B. Cobb, and S.J. Klaine","Influence of Water Quality on Silver Toxicity to Rainbow Trout (Oncorhynchus mykiss), Fathead Minnows (Pimephales promelas), and Water Fleas (Daphnia magna)",1999
433,2256,1286048,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,10,Total,0.00688,0.00658,0.00723,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,100,,,mg/L CaCO3,8.16,,,"Bianchini,A., and C.M. Wood",Does Sulfide or Water Hardness Protect Against Chronic Silver Toxicity in Daphnia magna?  A Critial Assessment of the Acute-to-Chronic Toxicity Ratio for Silver,2008
434,2257,1285196,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,10,Total,0.0082,0.00805,0.00844,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,8.16,,,"Bianchini,A., and C.M. Wood",Does Sulfide or Water Hardness Protect Against Chronic Silver Toxicity in Daphnia magna?  A Critial Assessment of the Acute-to-Chronic Toxicity Ratio for Silver,2008
435,2260,1285027,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,NR,6,24,Hour(s),Renewal,Fresh water,Lab,7,Total,0.00026,0.00023,0.0003,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,115,,,mg/L CaCO3,8.23,,,"Bianchini,A., K.C. Bowles, C.J. Brauner, J.W. Gorsuch, J.R. Kramer, and C.M. Wood",Evaluation of the Effect of Reactive Sulfide on the Acute Toxicity of Silver (I) to Daphnia magna.  Part 2:  Toxicity Results,2002
440,2253,1285181,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,10,Total,0.00641,0.00617,0.00668,AI mg/L,Mortality,Mortality,LC20,21.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,8.16,,,"Bianchini,A., and C.M. Wood",Does Sulfide or Water Hardness Protect Against Chronic Silver Toxicity in Daphnia magna?  A Critial Assessment of the Acute-to-Chronic Toxicity Ratio for Silver,2008
444,2262,1209575,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.00137,0.000987,0.001752,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,22,,,C,200,,,mg/L CaCO3,8.3,,,"Karen,D.J., D.R. Ownby, B.L. Forsythe, T.P. Bills, T.W. LaPoint, G.B. Cobb, and S.J. Klaine","Influence of Water Quality on Silver Toxicity to Rainbow Trout (Oncorhynchus mykiss), Fathead Minnows (Pimephales promelas), and Water Fleas (Daphnia magna)",1999
445,2261,1209588,7761888,Nitric acid silver (1+) salt (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.002513,0.001707,0.003319,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,22,,,C,100,,,mg/L CaCO3,8.3,,,"Karen,D.J., D.R. Ownby, B.L. Forsythe, T.P. Bills, T.W. LaPoint, G.B. Cobb, and S.J. Klaine","Influence of Water Quality on Silver Toxicity to Rainbow Trout (Oncorhynchus mykiss), Fathead Minnows (Pimephales promelas), and Water Fleas (Daphnia magna)",1999
449,2240,2090227,7761888,Nitric acid silver (1+) salt (1:1),United States Environmental Protection Agency,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,6,Dissolved,0.00081,NR,NR,AI mg/L,Mortality,Survival,EC50,21.0,NR,NR,Day(s),Chronic,25*,,,C,150.1,,,mg/L,,8.11,8.65,"Kolkmeier,M.A., and B.W. Brooks",Sublethal Silver and NaCl Toxicity in Daphnia magna:  A Comparative Study of Standardized Chronic Endpoints and Progeny Phototaxis,2013
451,1619,2050753,7718549,Nickel chloride (NiCl2),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,6,Total,8,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Acute,,,,NR,,,,NR,,,,"Loureiro,S., C. Svendsen, A.L.G. Ferreira, C. Pinheiro, F. Ribeiro, and A.M.V.M. Soares",Toxicity of Three Binary Mixtures to Daphnia magna:  Comparing Chemical Modes of Action and Deviations from Conceptual Models,2010
457,1620,1223003,7718549,Nickel chloride (NiCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Dissolved,0.36,0.33,0.4,AI mg/L,Mortality,Mortality,LC50,21.0,NR,NR,Day(s),Not coded,20,,,C,225,,,mg/L CaCO3,8.1,,,"Enserink,E.L., J.L. Maas-Diepeveen, and C.J. Van Leeuwen",Combined Effects of Metals:  An Ecotoxicological Evaluation,1991
461,161,1326623,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
462,162,1326690,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
463,186,1326677,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,6,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
464,185,1326605,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
465,183,1326675,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
466,179,1326702,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,6,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
467,178,1326619,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
468,177,1326620,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
469,174,1326621,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
470,173,1099010,91203,Naphthalene,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,11.4,7.89,14.8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not reported,,22,23,C,,,,NR,,7.8,8.2,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
471,171,1326682,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
472,170,1326654,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
473,169,1326881,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,7.8,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
474,166,1099009,91203,Naphthalene,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,12.3,8.88,15.7,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not reported,,22,23,C,,,,NR,,7.8,8.2,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
476,159,1326683,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
477,160,1326589,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,NR,6,8,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
478,165,1326578,91203,Naphthalene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,7.8,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25*,,,C,,80*,100*,mg/L CaCO3,,7.9*,8.3*,"Brausch,J.M., and P.N. Smith",Development of Resistance to Cyfluthrin and Naphthalene Among Daphnia magna,2009
479,189,1246817,92240,Naphthacene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.003444945897,NR,NR,AI mg/L,Mortality,Survival,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
480,188,1246818,92240,Naphthacene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.00232859166,NR,NR,AI mg/L,Mortality,Survival,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
488,3232,1225389,10112911,Mercury chloride (Hg2Cl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,NR,Total,0.002,0.0019,0.0021,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Guilhermino,L., T. Diamantino, M.C. Silva, and A.M.V.M. Soares",Acute Toxicity Test with Daphnia magna:  An Alternative to Mammals in the Prescreening of Chemical Toxicity?,2000
489,3229,1225388,10112911,Mercury chloride (Hg2Cl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,NR,Total,0.0027,0.0026,0.0028,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Guilhermino,L., T. Diamantino, M.C. Silva, and A.M.V.M. Soares",Acute Toxicity Test with Daphnia magna:  An Alternative to Mammals in the Prescreening of Chemical Toxicity?,2000
490,2844,1222998,10045940,Mercuric nitrate,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Dissolved,0.0083,0.0057,0.012,AI mg/L,Mortality,Mortality,LC50,21.0,NR,NR,Day(s),Not coded,20,,,C,225,,,mg/L CaCO3,8.1,,,"Enserink,E.L., J.L. Maas-Diepeveen, and C.J. Van Leeuwen",Combined Effects of Metals:  An Ecotoxicological Evaluation,1991
497,358,1273306,598630,Lead(2+)salt carbamic acid (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7-19,Total,10000,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,7.5,9.1,"Erten-Unal,M., B.G. Wixson, N. Gale, and J.L. Pitt","Evaluation of Toxicity, Bioavailability and Speciation of Lead, Zinc and Cadmium in Mine/Mill Wastewaters",1998
498,359,1118275,598630,Lead(2+)salt carbamic acid (1:1),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,10000,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
499,464,1118273,1314870,Lead sulfide,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Dissolved,0.138,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
500,465,1273305,1314870,Lead sulfide,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7-19,Dissolved,0.138,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,7.5,9.1,"Erten-Unal,M., B.G. Wixson, N. Gale, and J.L. Pitt","Evaluation of Toxicity, Bioavailability and Speciation of Lead, Zinc and Cadmium in Mine/Mill Wastewaters",1998
501,466,1118272,1314870,Lead sulfide,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,9958,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
502,1772,1273307,7758954,Lead chloride (PbCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7-19,Dissolved,0.168,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,7.5,9.1,"Erten-Unal,M., B.G. Wixson, N. Gale, and J.L. Pitt","Evaluation of Toxicity, Bioavailability and Speciation of Lead, Zinc and Cadmium in Mine/Mill Wastewaters",1998
503,1769,1118207,7758954,Lead chloride (PbCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,167,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
504,1766,1118208,7758954,Lead chloride (PbCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Dissolved,0.168,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,246*,255*,mg/L CaCO3,,7.5,9.1,"Gale,N.L., B.G. Wixson, and M. Erten","An Evaluation of the Acute Toxicity of Lead, Zinc, and Cadmium in Missouri Ozark Groundwater",1992
505,1761,1305738,7758943,Iron chloride (FeCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.019,NR,NR,AI mg/L,Mortality,Mortality,EC50,2.0,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
506,1760,1305736,7758943,Iron chloride (FeCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.019,NR,NR,AI mg/L,Mortality,Mortality,EC50,2.0,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
507,1759,1305740,7758943,Iron chloride (FeCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.017,NR,NR,AI mg/L,Mortality,Mortality,EC50,2.0,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
517,303,1246830,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.011372821142,NR,NR,AI mg/L,Mortality,Survival,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
519,305,1246831,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.00398443138,NR,NR,AI mg/L,Mortality,Survival,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
525,409,1286727,753731,Dichlorodimethylstannane,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,19.27,12.2,30.36,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Kungolos,A., S. Hadjispyrou, P. Samaras, M. Petala, V. Tsiridis, K. Aravossis, and G.P. Sakellaropoulos",Assessment of Toxicity and Bioaccumulation of Organotin Compounds,2001
526,53,1246826,53703,"Dibenz(a,h)anthracene",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.00155877792,NR,NR,AI mg/L,Mortality,Survival,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
