CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
4180238,1-Methoxy-4-(1E)-1-propenylbenzene,Not reported,Measured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Flow-through,Fresh water,Lab,6,Active ingredient,6.82,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Broderius,S., D. Hammermeister, C. Russom, D. Barnidge, D. Brooke, G. Elonen, M. Hoglund, M. Kahl, G. Mielke, and J. Th",97161,"Toxicity of Eight Terpenes to Fathead Minnows (Pimephales promelas), Daphnids (Daphnia magna), and Algae (Selanastrum capricornutum).","Manuscript: ASCI Corporation and the U.S.EPA Environmental Research Laboratory-Duluth, MN:57 p.",1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 6.3 - 7.39 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5015758,"4-Bromobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,>=95,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Active ingredient,523,AI mg/L,Mortality,Mortality,LC50*,Not reported,4.2,Day(s),"Freeman,L.",8066,Toxicity Thresholds of Certain Sodium Sulfonates for Daphnia magna Straus,Sewage Ind. Wastes25(11): 1331-1335,1953,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5015758,"4-Bromobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,809,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5015758,"4-Bromobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,1943,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5015758,"4-Bromobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,2347,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5015758,"4-Bromobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,523,AI mg/L,Mortality,Mortality,LC50,Not reported,4.2,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5015758,"4-Bromobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,971,AI mg/L,Mortality,Mortality,LC50,Not reported,3,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5064313,"N,N-bis(Carboxymethyl)glycine sodium salt (1:3)",Not reported,Unmeasured,>99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,1,Day(s),Renewal,Fresh water,Lab,NR,Active ingredient,180,AI mg/L,Reproduction,"Reproduction, general",EC50,Not reported,21,Day(s),"Canton,J.H., and W. Slooff",11700,Substitutes for Phosphate Containing Washing Products: Their Toxicity and Biodegradability in the Aquatic Environment,Chemosphere12(1): 891-907,1982,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5064313,"N,N-bis(Carboxymethyl)glycine sodium salt (1:3)",Not reported,Unmeasured,>99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,1,Day(s),Static,Fresh water,Lab,NR,Active ingredient,NR,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Canton,J.H., and W. Slooff",11700,Substitutes for Phosphate Containing Washing Products: Their Toxicity and Biodegradability in the Aquatic Environment,Chemosphere12(1): 891-907,1982,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Active ingredient 560 - 1000 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5064313,"N,N-bis(Carboxymethyl)glycine sodium salt (1:3)",Not reported,Unmeasured,>99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,1,Day(s),Renewal,Fresh water,Lab,NR,Active ingredient,150,AI mg/L,Mortality,Mortality,LC50,Not reported,21,Day(s),"Canton,J.H., and W. Slooff",11700,Substitutes for Phosphate Containing Washing Products: Their Toxicity and Biodegradability in the Aquatic Environment,Chemosphere12(1): 891-907,1982,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5064313,"N,N-bis(Carboxymethyl)glycine sodium salt (1:3)",Not reported,Measured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,145,AI mg/L,Mortality,Mortality,LC50,Not reported,21,Day(s),"Biesinger,K.E., R.W. Andrew, and J.W. Arthur",7290,Chronic Toxicity of NTA (Nitrilotriacetate) and Metal-NTA Complexes to Daphnia magna,J. Fish. Res. Board Can.31(4): 486-490,1974,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 137 - 154 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5064313,"N,N-bis(Carboxymethyl)glycine sodium salt (1:3)",Not reported,Measured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,405,AI mg/L,Mortality,Mortality,LC50,Not reported,21,Day(s),"Biesinger,K.E., R.W. Andrew, and J.W. Arthur",7290,Chronic Toxicity of NTA (Nitrilotriacetate) and Metal-NTA Complexes to Daphnia magna,J. Fish. Res. Board Can.31(4): 486-490,1974,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 378 - 433 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5064313,"N,N-bis(Carboxymethyl)glycine sodium salt (1:3)",Not reported,Measured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,650,AI mg/L,Mortality,Mortality,LC50,Not reported,21,Day(s),"Biesinger,K.E., R.W. Andrew, and J.W. Arthur",7290,Chronic Toxicity of NTA (Nitrilotriacetate) and Metal-NTA Complexes to Daphnia magna,J. Fish. Res. Board Can.31(4): 486-490,1974,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 607 - 696 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5137553,"N-Methyl-N,N-dioctyloctan-1-aminium chloride","Technical grade, technical product, technical formulation",Unmeasured,88,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.031,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),"Dave,G., K. Andersson, R. Berglind, and B. Hasselrot",2195,"Toxicity of Eight Solvent Extraction Chemicals and of Cadmium to Water Fleas, Daphnia magna, Rainbow Trout, Salmo gairdneri, and Zebrafish, Brachydanio rerio",Comp. Biochem. Physiol. C Comp. Pharmacol.69(1): 83-98,1981,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 0.024 - 0.04 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5137553,"N-Methyl-N,N-dioctyloctan-1-aminium chloride","Technical grade, technical product, technical formulation",Unmeasured,88,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.088,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Dave,G., K. Andersson, R. Berglind, and B. Hasselrot",2195,"Toxicity of Eight Solvent Extraction Chemicals and of Cadmium to Water Fleas, Daphnia magna, Rainbow Trout, Salmo gairdneri, and Zebrafish, Brachydanio rerio",Comp. Biochem. Physiol. C Comp. Pharmacol.69(1): 83-98,1981,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5137553,"N-Methyl-N,N-dioctyloctan-1-aminium chloride","Technical grade, technical product, technical formulation",Unmeasured,88,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.039,AI mg/L,Mortality,Mortality,LC50,Not reported,3,Day(s),"Dave,G., K. Andersson, R. Berglind, and B. Hasselrot",2195,"Toxicity of Eight Solvent Extraction Chemicals and of Cadmium to Water Fleas, Daphnia magna, Rainbow Trout, Salmo gairdneri, and Zebrafish, Brachydanio rerio",Comp. Biochem. Physiol. C Comp. Pharmacol.69(1): 83-98,1981,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 0.03 - 0.05 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5137553,"N-Methyl-N,N-dioctyloctan-1-aminium chloride","Technical grade, technical product, technical formulation",Unmeasured,88,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.052,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Dave,G., K. Andersson, R. Berglind, and B. Hasselrot",2195,"Toxicity of Eight Solvent Extraction Chemicals and of Cadmium to Water Fleas, Daphnia magna, Rainbow Trout, Salmo gairdneri, and Zebrafish, Brachydanio rerio",Comp. Biochem. Physiol. C Comp. Pharmacol.69(1): 83-98,1981,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 0.048 - 0.056 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138909,"4-Chlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,2394,AI mg/L,Mortality,Mortality,LC50,Not reported,4.2,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138909,"4-Chlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,>=95,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Active ingredient,2394,AI mg/L,Mortality,Mortality,LC50*,Not reported,4.2,Day(s),"Freeman,L.",8066,Toxicity Thresholds of Certain Sodium Sulfonates for Daphnia magna Straus,Sewage Ind. Wastes25(11): 1331-1335,1953,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138909,"4-Chlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,7659,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138909,"4-Chlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,3964,AI mg/L,Mortality,Mortality,LC50,Not reported,3,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138909,"4-Chlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,8600,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138909,"4-Chlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,2150,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138932,"2,5-Dichlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,938,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138932,"2,5-Dichlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,2490,AI mg/L,Mortality,Mortality,LC50,Not reported,3,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138932,"2,5-Dichlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,4931,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138932,"2,5-Dichlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,>=95,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Formulation,1468,AI mg/L,Mortality,Mortality,LC50,Not reported,4.2,Day(s),"Freeman,L.",8066,Toxicity Thresholds of Certain Sodium Sulfonates for Daphnia magna Straus,Sewage Ind. Wastes25(11): 1331-1335,1953,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138932,"2,5-Dichlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,1468,AI mg/L,Mortality,Mortality,LC50,Not reported,4.1667,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5138932,"2,5-Dichlorobenzenesulfonic acid, Sodium salt",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,4931,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Dowden,B.F., and H.J. Bennett",915,Toxicity of Selected Chemicals to Certain Animals,J. Water Pollut. Control Fed.37(9): 1308-1316,1965,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5289747,"(2beta,3beta,5beta,22R)-2,3,14,20,22,25-Hexahydroxycholest-7-en-6-one",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Renewal,Fresh water,Lab,NR,Formulation,0.59254,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),"Clubbs,R.L., and B.W. Brooks",96664,Daphnia magna Responses to a Vertebrate Estrogen Receptor Agonist and an Antagonist: A Multigenerational Study,Ecotoxicol. Environ. Saf.67(3): 385-398,2007,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5289747,"(2beta,3beta,5beta,22R)-2,3,14,20,22,25-Hexahydroxycholest-7-en-6-one",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Not reported,Fresh water,Lab,NR,Formulation,2.460407422,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Baldwin,W.S., R. Bailey, K.E. Long, and S. Klaine",59273,Incomplete Ecdysis is an Indicator of Ecdysteroid Exposure in Daphnia magna,Environ. Toxicol. Chem.20(7): 1564-1569,2001,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 0.9737810972 - 6.214703646 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5289747,"(2beta,3beta,5beta,22R)-2,3,14,20,22,25-Hexahydroxycholest-7-en-6-one",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Renewal,Fresh water,Lab,NR,Formulation,>1,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Hirano,M., H. Ishibashi, N. Matsumura, Y. Nagao, N. Watanabe, A. Watanabe, N. Onikura, K. Kishi, and K. Arizono",94641,"Acute Toxicity Responses of Two Crustaceans, Americamysis bahia and Daphnia magna, to Endocrine Disrupters",J. Health Sci.50(1): 97-100,2004,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5436431,"1,1'-Oxybis[2,4-dibromobenzene]",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<18,Hour(s),Aquatic - not reported,Fresh water,Lab,' 6-7,Formulation,0.00789,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Davies,R., and E. Zou",160184,Polybrominated Diphenyl Ethers Disrupt Molting in Neonatal Daphnia magna,Ecotoxicology21(5): 1371-1380,2012,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 0.00267 - 0.01417 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5436431,"1,1'-Oxybis[2,4-dibromobenzene]",Not reported,Unmeasured,98,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,1,Day(s),Not reported,Fresh water,Lab,6,Active ingredient,0.092,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Masekoameng,K.E.",151383,Modelling Ecotoxicity of Polybrominated Diphenyl Ethers in Aquatic Ecosystems,"Ph.D.Thesis, Ryerson Univ., Canada:96 p.",2006,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5450964,"1,4-Dihydroxybutanedisulfonic acid, Sodium salt (1:2)",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,4,Formulation,10,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),National Association of Photographic Manufacturers,167113,Environmental Effect of Photoprocessing Chemicals Vol I and II (557),EPA/OTS Doc. #40-8469216:536 p.,1974,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5471089,"Benzeneethanamine, Sulfate (2:1)",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,6,Formulation,2.6,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),National Association of Photographic Manufacturers,167113,Environmental Effect of Photoprocessing Chemicals Vol I and II (557),EPA/OTS Doc. #40-8469216:536 p.,1974,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5779942,"2,5-Dimethylbenzaldehyde",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,50,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Jin,H., X. Yang, H. Yu, and D. Yin",117105,Identification of Ammonia and Volatile Phenols as Primary Toxicants in a Coal Gasification Effluent,Bull. Environ. Contam. Toxicol.63(3): 399-406,1999,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
