,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
506,1760,1305736,7758943,Iron chloride (FeCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.019,NR,NR,AI mg/L,Mortality,Mortality,EC50,2,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
507,1759,1305740,7758943,Iron chloride (FeCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.017,NR,NR,AI mg/L,Mortality,Mortality,EC50,2,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
508,92,1022056,76879,Hydroxytriphenylstannane,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.0165,0.0136,0.0201,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,23,,,C,46.5,,,mg/L CaCO3,,7.1,7.8,"Kline,E.R., A.W. Jarvinen, and M.L. Knuth",Acute Toxicity of Triphenyltin Hydroxide to Three Cladoceran Species,1989
509,286,1261409,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,89,NR,NR,AI mg/L,Intoxication,Immobile,EC20,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard",Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11,2006
510,287,1098527,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.01,0.012,AI mg/L,Intoxication,Immobile,EC50,7,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
511,291,1098530,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.01,0.015,AI mg/L,Intoxication,Immobile,EC50,7,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
512,294,1098523,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.78,0.608,1.157,AI mg/L,Intoxication,Immobile,EC50,.8333,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
513,295,1098529,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.005,0.01,AI mg/L,Intoxication,Immobile,EC50,3,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
514,296,1261446,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Active ingredient,150,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard",Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11,2006
515,297,1098531,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.01,0.012,AI mg/L,Intoxication,Immobile,EC50,14,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
516,301,1260984,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,0.01313,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
517,303,1246830,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.011372821142,NR,NR,AI mg/L,Mortality,Survival,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
518,289,1260982,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.03437,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
519,305,1246831,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.00398443138,NR,NR,AI mg/L,Mortality,Survival,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
520,307,1098528,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.003,0.005,AI mg/L,Intoxication,Immobile,EC50,14,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
521,310,1260975,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.0202,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0833,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
522,311,1262140,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.06328,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
523,288,1098526,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.01,0.015,AI mg/L,Intoxication,Immobile,EC50,30,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
524,293,1098525,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.007,0.01,AI mg/L,Intoxication,Immobile,EC50,14,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
525,409,1286727,753731,Dichlorodimethylstannane,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,19.27,12.2,30.36,AI mg/L,Mortality,Mortality,LC50,1,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Kungolos,A., S. Hadjispyrou, P. Samaras, M. Petala, V. Tsiridis, K. Aravossis, and G.P. Sakellaropoulos",Assessment of Toxicity and Bioaccumulation of Organotin Compounds,2001
526,53,1246826,53703,"Dibenz(a,h)anthracene",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.00155877792,NR,NR,AI mg/L,Mortality,Survival,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
527,52,1246827,53703,"Dibenz(a,h)anthracene",Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,6,Active ingredient,0.000551139336,NR,NR,AI mg/L,Mortality,Survival,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Lampi,M.A., J. Gurska, K.I.C. McDonald, F. Xie, X.D. Huang, D.G. Dixon, and B.M. Greenberg",Photoinduced Toxicity of Polycyclic Aromatic Hydrocarbons to Daphnia magna:  Ultraviolet-Mediated Effects and the Toxicity of Polycyclic Aromatic Hydrocarbon Photoproducts,2005
528,484,1296241,1317380,Copper oxide (CuO),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,2.6,NR,NR,AI mg/L,Intoxication,Immobile,LC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
529,485,1297122,1317380,Copper oxide (CuO),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,131.8,NR,NR,AI mg/L,Intoxication,Immobile,LC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
530,483,1296245,1317380,Copper oxide (CuO),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,0.96,NR,NR,AI mg/L,Intoxication,Immobile,LC20,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
531,482,1297121,1317380,Copper oxide (CuO),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,90.7,NR,NR,AI mg/L,Intoxication,Immobile,LC20,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
532,1199,1253492,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.047,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Clement,B., and S. Zaid",A New Protocol to Measure the Effects of Toxicants on Daphnid-Algae Interactions,2004
533,1318,1295273,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.0537808,0.049343884,0.058755524,AI mg/L,Mortality,Mortality,LC50,1,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
534,1303,1295960,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.043293544,0.039528888,0.047461556,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
535,1304,1295277,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.053511896,0.048268268,0.059293332,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
536,1305,1253291,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.0122,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,90,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
537,1306,1295246,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.047596008,0.04302464,0.052705184,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
538,1307,1295245,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.053511896,0.04840272,0.059024428,AI mg/L,Mortality,Mortality,LC50,1,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
539,1309,1253289,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.03177,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,182,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
540,1310,1253284,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.01635,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,176,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
541,1311,1295962,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.04504142,0.04100786,0.049478336,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
542,1313,1295247,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.056604292,0.051629568,0.061982372,AI mg/L,Mortality,Mortality,LC50,1,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
543,1321,1295959,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.047999364,0.043831352,0.052570732,AI mg/L,Mortality,Mortality,LC50,1,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
544,1320,1253290,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.04268,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
545,1322,1295260,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.062654632,0.05781436,0.068436068,AI mg/L,Mortality,Mortality,LC50,1,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
546,1325,1253286,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.05728,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
547,1327,1295258,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.049612788,0.044906968,0.054990868,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
548,1329,1078599,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Renewal,Fresh water,Lab,NR,Total,0.069,0.037,0.11,AI mg/L,Mortality,Mortality,LC50,21,NR,NR,Day(s),Not coded,20,,,C,225,,,mg/L CaCO3,8.1,,,"Van Leeuwen,C.J., J.L. Buchner, and H. Van Dijk",Intermittent Flow System for Population Toxicity Studies Demonstrated with Daphnia and Copper,1988
549,1330,1295256,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.057276552,0.051898472,0.063057988,AI mg/L,Mortality,Mortality,LC50,1,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
550,1331,1253287,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.02155,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
551,1333,1253285,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.02097,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,176,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
552,1334,1295961,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Not reported,Fresh water,Lab,10,Total,0.046654844,0.042755736,0.05109176,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,,,"Canli,M.",Effects of Copper Pre-Exposure Routes on the Energy Reserves and Subsequent Copper Toxicity in Daphnia magna,2006
553,1338,1253293,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.01199,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,92,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
554,1302,2174874,7447394,Copper chloride (CuCl2),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,8,Total,0.415,0.317,0.544,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not reported,20,,,C,,,,NR,,,,"Rainville,L.C., A.V. Coelho, and D. Sheehan",Application of a Redox-Proteomics Toolbox to Daphnia magna Challenged with Model Pro-Oxidants Copper and Paraquat,2015
555,1323,1253292,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.01693,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,90,,,mg/L CaCO3,,,,"Naddy,R.B., W.A. Stubblefield, J.R. May, S.A. Tucker, and J.R. Hockett",The Effect of Calcium and Magnesium Ratios on the Toxicity of Copper to Five Aquatic Species in Freshwater,2002
556,1019,1100691,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.047,0.042,0.051,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,19*,,,C,,160,180,mg/L CaCO3,,8.0,8.4,"Lazorchak,J.M., and W.T. Waller",The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight,1993
557,908,1100678,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.039,0.035,0.044,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,19*,,,C,,160,180,mg/L CaCO3,,8.0,8.4,"Lazorchak,J.M., and W.T. Waller",The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight,1993
558,1024,1100688,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.033,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,19*,,,C,,160,180,mg/L CaCO3,,8.0,8.4,"Lazorchak,J.M., and W.T. Waller",The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight,1993
559,932,1100696,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.029,0.026,0.032,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,19*,,,C,,160,180,mg/L CaCO3,,8.0,8.4,"Lazorchak,J.M., and W.T. Waller",The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight,1993
560,931,1100686,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.0391,0.035,0.044,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,19*,,,C,,160,180,mg/L CaCO3,,8.0,8.4,"Lazorchak,J.M., and W.T. Waller",The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight,1993
561,916,1100697,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.048,0.043,0.054,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,19*,,,C,,160,180,mg/L CaCO3,,8.0,8.4,"Lazorchak,J.M., and W.T. Waller",The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight,1993
562,915,1100685,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.0504,0.045,0.057,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,19*,,,C,,160,180,mg/L CaCO3,,8.0,8.4,"Lazorchak,J.M., and W.T. Waller",The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight,1993
563,912,1100675,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.058,0.053,0.065,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,19*,,,C,,160,180,mg/L CaCO3,,8.0,8.4,"Lazorchak,J.M., and W.T. Waller",The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight,1993
564,895,1260585,7440508,Copper,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,0.03035,NR,NR,AI mg/L,Behavior,Swimming,EC50,.25,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Untersteiner,H., J. Kahapka, and H. Kaiser",Behavioural Response of the Cladoceran Daphnia magna Straus to Sublethal Copper Stress - Validation by Image Analysis,2003
