,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
515,297,1098531,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.01,0.012,AI mg/L,Intoxication,Immobile,EC50,14.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
516,301,1260984,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Formulation,0.01313,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
518,289,1260982,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.03437,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
520,307,1098528,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.003,0.005,AI mg/L,Intoxication,Immobile,EC50,14.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
521,310,1260975,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.0202,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0833,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
522,311,1262140,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Formulation,0.06328,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,250,,,mg/L CaCO3,7.8,,,"Verrhiest,G., B. Clement, and G. Blake",Single and Combined Effects of Sediment-Associated PAHs on Three Species of Freshwater Macroinvertebrates,2001
523,288,1098526,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.01,0.015,AI mg/L,Intoxication,Immobile,EC50,30.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
524,293,1098525,206440,Fluoranthene,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,NR,0.007,0.01,AI mg/L,Intoxication,Immobile,EC50,14.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
528,484,1296241,1317380,Copper oxide (CuO),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,2.6,NR,NR,AI mg/L,Intoxication,Immobile,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
529,485,1297122,1317380,Copper oxide (CuO),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,131.8,NR,NR,AI mg/L,Intoxication,Immobile,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
530,483,1296245,1317380,Copper oxide (CuO),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,0.96,NR,NR,AI mg/L,Intoxication,Immobile,LC20,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
531,482,1297121,1317380,Copper oxide (CuO),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,6,Total,90.7,NR,NR,AI mg/L,Intoxication,Immobile,LC20,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.3,7.8,"Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru","Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus",2008
532,1199,1253492,7447394,Copper chloride (CuCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.047,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Clement,B., and S. Zaid",A New Protocol to Measure the Effects of Toxicants on Daphnid-Algae Interactions,2004
554,1302,2174874,7447394,Copper chloride (CuCl2),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,8,Total,0.415,0.317,0.544,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not reported,20,,,C,,,,NR,,,,"Rainville,L.C., A.V. Coelho, and D. Sheehan",Application of a Redox-Proteomics Toolbox to Daphnia magna Challenged with Model Pro-Oxidants Copper and Paraquat,2015
570,746,2147713,7440508,Copper,United States Environmental Protection Agency,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,12,Total,0.103,0.077,0.132,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20*,,,C,,80*,100*,mg/L CaCO3,,7.4*,7.8*,"Meyer,J.S., J.F. Ranville, M. Pontasch, J.W. Gorsuch, and W.J. Adams","Acute Toxicity of Binary and Ternary Mixtures of Cd, Cu, and Zn to Daphnia magna",2015
598,2564,2205584,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.34,1,1.5,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
604,2592,2010801,7778509,Chromic acid dipotassium salt,International Standard Organisation,Daphnia magna,Neonate,NR,0,24,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,NR,0.6,1.7,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20*,,,C,,,,NR,,7.6,8.2,"Lithner,D., J. Damberg, G. Dave, and K. Larsson",Leachates from Plastic Consumer Products - Screening for Toxicity with Daphnia magna,2009
608,2575,2166241,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.55,0.49,0.62,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
609,2583,2205575,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.9,0.6,1.1,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
610,2585,2205588,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.84,0.48,1.2,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
611,2586,2205577,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1,0.8,1.1,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
612,2590,1040033,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.1639,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
614,2529,1040031,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.2883,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
616,2545,2166239,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.55,0.45,0.67,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
617,2533,1098534,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0,0.003,AI mg/L,Intoxication,Immobile,EC50,7.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
618,2535,2166240,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.6,0.51,0.7,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
619,2537,2166232,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,1.16,0.88,1.64,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
620,2538,1098535,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0,0.003,AI mg/L,Intoxication,Immobile,EC50,14.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
621,2542,1098834,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,1.17,0.5,2,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20.0,,,C,243.3*,,,mg/L CaCO3,,,,"Doe,K.G., and S.J. Ponsford",EEC Daphnia Reproductive Inhibition Test Results:  Chronic Effects of Sodium Bromide on Daphnia magna and Results of Some Additional Quality Control Measures,1986
622,2544,2040624,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,NR,0.7,1.1,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,,,"Lin,J., J. Chen, X. Cai, X. Qiao, L. Huang, D. Wang, and Z. Wang",Evolution of Toxicity upon Hydrolysis of Fenoxaprop-p-Ethyl,2007
623,2547,2177810,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,0.78,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.77,8.14,"Ikuno,E., T. Matsumoto, T. Okubo, S. Itoi, and H. Sugita",Difference in the Sensitivity to Chemical Compounds Between Female and Male Neonates of Daphnia magna,2008
625,2549,2177810,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.16,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.77,8.14,"Ikuno,E., T. Matsumoto, T. Okubo, S. Itoi, and H. Sugita",Difference in the Sensitivity to Chemical Compounds Between Female and Male Neonates of Daphnia magna,2008
626,2550,1098536,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0,0.005,AI mg/L,Intoxication,Immobile,EC50,3.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
627,2551,2177810,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.44,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.77,8.14,"Ikuno,E., T. Matsumoto, T. Okubo, S. Itoi, and H. Sugita",Difference in the Sensitivity to Chemical Compounds Between Female and Male Neonates of Daphnia magna,2008
628,2552,2177810,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,0.92,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.77,8.14,"Ikuno,E., T. Matsumoto, T. Okubo, S. Itoi, and H. Sugita",Difference in the Sensitivity to Chemical Compounds Between Female and Male Neonates of Daphnia magna,2008
629,2554,1081709,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,6,24,Hour(s),Static,Fresh water,Lab,NR,Total,46.8,0.3,67.2,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,SOFT,,,,"Hickey,C.W., and M.L. Vickers",Comparison of the Sensitivity to Heavy Metals and Pentachlorophenol of the Mayflies Deleatidium spp. and the Cladoceran Daphnia magna,1992
631,2591,1098832,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,1.41,1,2,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20.0,,,C,243.3*,,,mg/L CaCO3,,,,"Doe,K.G., and S.J. Ponsford",EEC Daphnia Reproductive Inhibition Test Results:  Chronic Effects of Sodium Bromide on Daphnia magna and Results of Some Additional Quality Control Measures,1986
632,2619,2205585,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.05,0.87,1.2,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
633,2594,2205574,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.98,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
634,2655,2094610,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.6,1.7,AI mg/L,Intoxication,Immobile,LC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,,,"Loureiro,S., T.L. Meyer, A.L.G. Ferreira, M.J.B. Amorim, and A.M.V.M. Soares",Single and Joint Effects of Perchlorates to Daphnia magna: Additivity and Interaction Patterns,2012
635,2628,1098537,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0,0.005,AI mg/L,Intoxication,Immobile,EC50,7.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
637,2636,1214692,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Not reported,Fresh water,Lab,NR,Total,1.22,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Cerejeira,M.J., T. Pereira, and A. Silva-Fernandes",Use of new Microbiotests with Daphnia magna and Selenastrum capricornutum Immobilized Forms,1998
638,2637,1206754,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.2621,0.26094,0.26328,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
639,2644,2160842,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,0.87,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
640,2647,2160842,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.48,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
643,2595,2160843,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.55,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
650,2525,2211345,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,NR,6,24,Hour(s),Static,Fresh water,Lab,NR,Total,1.03,0.91,1.12,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,,,,NR,,,,NR,,,,"Cui,F., T. Chai, X. Liu, and C. Wang","Toxicity of Three Strobilurins (Kresoxim-Methyl, Pyraclostrobin, and Trifloxystrobin) on Daphnia magna",2017
652,2620,2198132,7778509,Chromic acid dipotassium salt,ISO and OECD methods,Daphnia magna,Neonate,NR,6,24,Hour(s),Static,Fresh water,Lab,NR,Total,1.45,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,,,,NR,,,,NR,,,,"De Souza,J.P., L.S. Medeiros, E.U. Winkaler, and J.G. Machado-Neto","Acute Toxicity and Environmental Risk of Diflubenzuron to Daphnia magna, Poecilia reticulata and Lemna minor in the Absence and Presence of Sediment",2011
653,2615,1098533,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.003,0.005,AI mg/L,Intoxication,Immobile,EC50,3.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
654,2614,2146471,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.28,0.22,0.35,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,,,"Reboleira,A.S.P.S., N. Abrantes, P. Oromi, and F. Goncalves",Acute Toxicity of Copper Sulfate and Potassium Dichromate on Stygobiont Proasellus:  General Aspects of Groundwater Ecotoxicology and Future Perspectives,2013
655,2596,2160843,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.13,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
656,2598,2003705,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,NR,NR,NR,Not reported,Aquatic - not reported,Fresh water,Lab,NR,Total,NR,0.6,1.4,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,,20.0,21.0,C,,,,NR,,7.1,8.7,"Wiench,K., W. Wohlleben, V. Hisgen, K. Radke, E. Salinas, S. Zok, and R. Landsiedel",Acute and Chronic Effects of Nano- and Non-Nano-Scale TiO(2) and ZnO Particles on Mobility and Reproduction of the Freshwater Invertebrate Daphnia magna,2009
657,2599,2166238,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.72,0.66,0.78,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
658,2600,2166236,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.89,0.7,1.16,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
659,2601,2166233,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.8,0.74,0.86,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
660,2602,2160844,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.05,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
661,2603,2160847,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,0.77,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
662,2604,2160847,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.22,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
